,gene
5002,CDS2
5003,PABPC4
5004,CD164
5005,TNFRSF14
5006,RAB11A
5007,RIPK2
5008,FADD
5009,SNAP23
5010,NAPG
5011,NAPA
5012,MTMR1
5013,MPDZ
5014,RIOK3
5015,MATN4
5016,RGS11
5017,RGS9
5018,DLK1
5019,FBP2
5020,FPGT
5021,TNFRSF11A
5022,TNFRSF10D
5023,TNFRSF10C
5024,TNFRSF10B
5025,SCEL
5026,DYRK4
5027,PEX11B
5028,PEX11A
5029,SUCLG2
5030,SUCLG1
5031,SUCLA2
5032,CREG1
5033,TRIM24
5034,IL18RAP
5035,IL1RL2
5036,IL18R1
5037,GALR2
5038,CCNK
5039,DPM1
5040,CDKL1
5041,BANF1
5042,FGF18
5043,DPM2
5044,SAP30
5045,HESX1
5046,INPP4B
5047,FGF17
5048,CES2
5049,LIN7A
5050,IQGAP1
5051,NRP2
5052,NRP1
5053,CD84
5054,TMEM11
5055,SOCS2
5056,GGH
5057,CFLAR
5058,WISP3
5059,WISP2
5060,WISP1
5061,HDAC3
5062,PROM1
5063,KSR1
5064,ALKBH1
5065,TSC22D1
5066,KAT2B
5067,CDK5R1
5068,AKAP4
5069,ASAP2
5070,ALDH1A2
5071,NR1I2
5072,FCGBP
5073,PROZ
5074,STK19
5075,LDB1
5076,PER3
5077,PER2
5078,SYNJ1
5079,ST3GAL5
5080,IER3
5081,SYNJ2
5082,CDC123
5083,ARHGEF7
5084,VNN2
5085,VNN1
5086,SPHK1
5087,SQSTM1
5088,SGPL1
5089,FUBP1
5090,CDC16
5091,NAE1
5092,SLC5A6
5093,DDX18
5094,TAX1BP1
5095,MCM3AP
5096,EIF2B4
5097,EIF2B3
5098,EIF2B2
5099,EIF2B5
5100,EIF2S2
5101,CPNE3
5102,BUD31
5103,MTMR3
5104,MTMR2
5105,PRPF4B
5106,CCNA1
5107,CPNE1
5108,AP1S2
5109,AP1G2
5110,GYG2
5111,ENDOU
5112,SGCE
5113,CACNA1H
5114,CACNA1G
5115,TIMELESS
5116,BCL10
5117,HERC3
5118,HERC1
5119,BSN
5120,FOXH1
5121,PHOX2B
5122,MBD4
5123,MBD2
5124,FAM127A
5125,SKAP2
5126,WASF1
5127,BAIAP3
5128,FUBP3
5129,TOP3B
5130,CDK5R2
5131,KYNU
5132,AP3D1
5133,BTRC
5134,H1FX
5135,MGAM
5136,CHRNA6
5137,P4HA2
5138,USP13
5139,WASL
5140,PLOD3
5141,RPS6KA4
5142,HSPB3
5143,TRPA1
5144,SELENBP1
5145,ATP6V0E1
5146,PGLYRP1
5147,LIMD1
5148,TNFSF18
5149,NOL3
5150,KALRN
5151,CDKL2
5152,HAP1
5153,TAF1C
5154,TAF1B
5155,TAF1A
5156,SLC25A14
5157,MPZL1
5158,MAP3K14
5159,SOCS3
5160,CLIC3
5161,CH25H
5162,BRSK2
5163,RNF8
5164,HIP1R
5165,NAT8
5166,RHBDL1
5167,BAZ1B
5168,TM4SF5
5169,PKD2L1
5170,CCRL2
5171,SEMA5A
5172,UBA3
5173,UBE2M
5174,SPAG9
5175,BTAF1
5176,RPL14
5177,DOK2
5178,SH2D2A
5179,ARTN
5180,AIP
5181,PSTPIP2
5182,PSTPIP1
5183,GPRC5A
5184,MAP7
5185,NFS1
5186,PRC1
5187,SLC7A7
5188,SLC7A6
5189,SLC13A2
5190,PAPSS2
5191,PAPSS1
5192,PIAS2
5193,MAP3K6
5194,ASH2L
5195,CLDN10
5196,CLDN8
5197,CLDN6
5198,CLDN1
5199,DIRAS3
5200,LDB2
5201,CLDN9
5202,EIF1AY
5203,TMSB4Y
5204,PKMYT1
5205,PIGQ
5206,SART1
5207,DNAJA3
5208,UNC119
5209,TBX19
5210,USP14
5211,USP6
5212,USP2
5213,USP10
5214,USP8
5215,RGN
5216,MTMR6
5217,MTMR4
5218,NMI
5219,MTA1
5220,LATS1
5221,ATP6V0D1
5222,INA
5223,KRT75
5224,SLC16A6
5225,SLC16A5
5226,SLC16A4
5227,SLC16A3
5228,PDLIM1
5229,SMC3
5230,PRPF4
5231,PRPF3
5232,FAM50A
5233,AIFM1
5234,KCNQ4
5235,CCNB2
5236,CCNE2
5237,RABEP1
5238,RRP9
5239,ARHGEF1
5240,CBFA2T2
5241,ATG12
5242,PDCD5
5243,SYNGR3
5244,SYNGR2
5245,SYNGR1
5246,HGS
5247,DYRK1B
5248,CTDP1
5249,SLC6A5
5250,SLC28A2
5251,SLC28A1
5252,EXO1
5253,FIBP
5254,PCSK7
5255,DGKI
5256,EBAG9
5257,COX7A2L
5258,TMSB10
5259,LPAR2
5260,MYOM2
5261,IL1RL1
5262,MAP3K13
5263,HTR3B
5264,AP4M1
5265,OSMR
5266,ARHGEF2
5267,RASSF9
5268,ZW10
5269,BUB3
5270,REPS2
5271,SLC24A1
5272,DDX21
5273,ZBED1
5274,DEDD
5275,SLC16A7
5276,KCNAB3
5277,SLC33A1
5278,DCLK1
5279,ZMYM4
5280,ZMYM3
5281,ZMYM6
5282,ZMYM5
5283,LRRFIP1
5284,LRRFIP2
5285,LGI1
5286,AURKB
5287,VAPB
5288,VAPA
5289,MTA2
5290,NOLC1
5291,MAGI1
5292,LRAT
5293,DLGAP2
5294,DLGAP1
5295,RAB11B
5296,DLG5
5297,PTTG1
5298,IL32
5299,CCPG1
5300,TBRG4
5301,PNMA1
5302,MSC
5303,CRLF1
5304,GCNT3
5305,UBE2L6
5306,GCM2
5307,GPR50
5308,DHRS3
5309,RPS6KA5
5310,CACNA2D2
5311,AIMP1
5312,MFHAS1
5313,PDLIM7
5314,MAPKAPK2
5315,STK17B
5316,STK17A
5317,CYTH3
5318,CYTH2
5319,CYTH1
5320,ITGB1BP1
5321,PIWIL1
5322,BCL7C
5323,BCL7B
5324,COPB2
5325,WDR46
5326,ZBTB22
5327,MED14
5328,GPR37L1
5329,GPR52
5330,S1PR2
5331,ATP6V1F
5332,SOCS6
5333,CD83
5334,ZNF235
5335,KCNB2
5336,KLF4
5337,PTER
5338,COPS2
5339,TRIP13
5340,TRIP12
5341,TRIP11
5342,TRIP10
5343,HMGN3
5344,TRIP4
5345,ZNHIT3
5346,GTF3C5
5347,GTF3C4
5348,GTF3C3
5349,B4GALT6
5350,CD163
5351,TGM5
5352,B4GALT5
5353,CNOT8
5354,TCEAL1
5355,GLP2R
5356,VAMP3
5357,SNAP29
5358,TAOK2
5359,NDST3
5360,RPL23
5361,CER1
5362,SLC9A3R2
5363,TXNL1
5364,SLIT2
5365,UBE4A
5366,LHX2
5367,SLC22A6
5368,ITGBL1
5369,PPIG
5370,LONP1
5371,CPNE6
5372,RAB33A
5373,RAB28
5374,KL
5375,RAB9A
5376,SLC9A3R1
5377,NRXN3
5378,ADIPOQ
5379,KIF3B
5380,ZFYVE9
5381,PLAA
5382,TM9SF2
5383,SLC22A8
5384,COX5A
5385,NRXN1
5386,NRXN2
5387,GRHPR
5388,OTOF
5389,LIPG
5390,SLC22A13
5391,CIAO1
5392,TGFBRAP1
5393,NMT2
5394,CD101
5395,STOML1
5396,RECQL5
5397,RECQL4
5398,GRAP2
5399,LPXN
5400,TMPRSS11D
5401,PEX16
5402,SNRNP40
5403,ARHGAP29
5404,MED21
5405,TJP2
5406,FADS2
5407,DDX23
5408,CRIPT
5409,CYP7B1
5410,HAND1
5411,ZNF264
5412,NTN1
5413,CDYL
5414,ECEL1
5415,ABCG2
5416,CHST2
5417,NCR2
5418,NCR1
5419,MED23
5420,MED17
5421,MED27
5422,MED7
5423,QKI
5424,ITM2B
5425,GSTO1
5426,AIM2
5427,MAP4K4
5428,LY86
5429,EIF2AK3
5430,ITM2A
5431,GGPS1
5432,HOMER3
5433,HOMER2
5434,HOMER1
5435,FHL5
5436,ARHGEF6
5437,RASAL2
5438,PICK1
5439,HAND2
5440,AKAP7
5441,IL27RA
5442,SH3BP5
5443,PCYT1B
5444,CHST3
5445,EIF4E2
5446,AKAP6
5447,ATG5
5448,ROCK2
5449,MED20
5450,CABP1
5451,MAPK8IP1
5452,ONECUT2
5453,STX8
5454,CHST10
5455,PIGL
5456,PIGB
5457,PGS1
5458,PSMF1
5459,KIF23
5460,AKAP5
5461,TBX4
5462,SLC4A7
5463,MYOT
5464,MAGED1
5465,RPH3AL
5466,PAGE4
5467,ADAMTS3
5468,ADAMTS2
5469,ADAMTS1
5470,PMPCB
5471,FXR2
5472,GAL3ST1
5473,STXBP5L
5474,LITAF
5475,SPTLC2
5476,GDF15
5477,TBPL1
5478,NPEPPS
5479,EEF1E1
5480,SCAMP1
5481,VPS4B
5482,MPDU1
5483,GOSR1
5484,TMEM59
5485,BAG5
5486,BAG4
5487,BAG3
5488,BAG2
5489,POLR1C
5490,ZNF254
5491,GMFG
5492,PTGES
5493,TP53I11
5494,EI24
5495,TP53I3
5496,CIR1
5497,NRG2
5498,RAB3D
5499,APBA3
5500,CXCL14
5501,ATP6V1G1
5502,ATP5J2
5503,SPAG7
5504,MRPL33
5505,H2AFY
5506,C14orf2
5507,CHD1L
5508,VPS26A
5509,MINPP1
5510,H6PD
5511,GTPBP1
5512,GABBR2
5513,GTF2IRD1
5514,GOSR2
5515,NR1D1
5516,GDF3
5517,CLOCK
5518,SPAG6
5519,BRE
5520,CDC42BPB
5521,SOX13
5522,PREPL
5523,APOBEC3B
5524,ENTPD4
5525,RBM39
5526,KIF20B
5527,CREB5
5528,MAD2L1BP
5529,PRDX6
5530,WTAP
5531,AKAP12
5532,IER2
5533,CYTIP
5534,PITPNM1
5535,PDIA4
5536,NFE2L3
5537,RNF14
5538,CARTPT
5539,RAB36
5540,RIN1
5541,NCOR1
5542,NCOR2
5543,RNF7
5544,MTRF1
5545,TRAF4
5546,ABCG1
5547,CELSR1
5548,TCL1B
5549,AATK
5550,SNCAIP
5551,RGS6
5552,GNA14
5553,NUP155
5554,SEC24C
5555,CLCA2
5556,ISG15
5557,FEZ2
5558,FEZ1
5559,ARHGEF10
5560,ZNF592
5561,IKBKE
5562,MORF4L2
5563,SH3PXD2A
5564,MICAL2
5565,CTR9
5566,PPM1F
5567,GCC2
5568,RALGPS1
5569,MTFR1
5570,PLCH2
5571,TTC37
5572,HS2ST1
5573,TTLL4
5574,SOCS5
5575,MDC1
5576,IQCB1
5577,ZNF516
5578,PDE4DIP
5579,CEP135
5580,LPIN2
5581,KIAA0430
5582,DZIP3
5583,SAFB2
5584,ZNF432
5585,EIF5B
5586,IPO13
5587,SDC3
5588,SLC25A44
5589,KIAA0040
5590,PHF14
5591,FAM53B
5592,DEPDC5
5593,KDM4A
5594,N4BP1
5595,LRRC14
5596,CLINT1
5597,VGLL4
5598,GREB1
5599,NUP93
5600,UBE3C
5601,KIAA0391
5602,RAPGEF2
5603,EDEM1
5604,CROCC
5605,TRAM2
5606,PUM1
5607,RIMS2
5608,ESPL1
5609,CEP57
5610,KIAA0100
5611,DHX34
5612,ST18
5613,ULK2
5614,HERPUD1
5615,KIAA0355
5616,USP6NL
5617,FAM131B
5618,AQR
5619,SEC14L5
5620,ECE2
5621,ADAMTSL2
5622,NOS1AP
5623,SEMA3E
5624,TMEM63A
5625,ZNF646
5626,RAB11FIP3
5627,SECISBP2L
5628,DOCK4
5629,SART3
5630,HDAC9
5631,KNTC1
5632,USP34
5633,GPRASP1
5634,SETD1A
5635,LAPTM4A
5636,IFT140
5637,ARHGAP32
5638,ACAP1
5639,ZNF536
5640,CLSTN3
5641,SLK
5642,PHACTR2
5643,FAM65B
5644,SNPH
5645,PCDHA9
5646,ZSCAN12
5647,STARD8
5648,FRMPD4
5649,HDAC4
5650,TOX
5651,MLEC
5652,KIAA0513
5653,ZFYVE16
5654,KIAA0101
5655,RASSF2
5656,RAPGEF5
5657,BCLAF1
5658,EIF4A3
5659,TM9SF4
5660,KIAA0232
5661,TBC1D5
5662,RNF144A
5663,MATR3
5664,RIMS3
5665,SNX17
5666,DHX38
5667,KIAA0586
5668,DLGAP5
5669,MTSS1
5670,BMS1
5671,PTDSS1
5672,SERTAD2
5673,CKAP5
5674,MAML1
5675,PHYHIP
5676,TATDN2
5677,MRPL19
5678,DAZAP2
5679,TOMM20
5680,SCRN1
5681,SPOCK2
5682,IP6K1
5683,KIAA0087
5684,RNF40
5685,KIAA0141
5686,SFI1
5687,GIT2
5688,URB2
5689,KEAP1
5690,TSC22D2
5691,CUL7
5692,RB1CC1
5693,ARMCX2
5694,ARHGAP11A
5695,SPATA2
5696,ARHGEF11
5697,ARHGEF17
5698,DNAJC6
5699,TRIM14
5700,JAKMIP2
5701,MELK
5702,KIAA0125
5703,LCMT2
5704,GINS1
5705,ZEB2
5706,ZBTB24
5707,PLEKHM1
5708,HEPH
5709,ELMO1
5710,GAB2
5711,MFAP3L
5712,ZNF518A
5713,KIAA0753
5714,RUSC2
5715,C2CD2L
5716,FARP2
5717,KIAA0319
5718,CEP350
5719,LRIG2
5720,PSMD6
5721,MED24
5722,MAGI2
5723,TRIL
5724,TRIM66
5725,PJA2
5726,SETDB1
5727,SEC24D
5728,FCHSD2
5729,TLK1
5730,URB1
5731,ZC3H11A
5732,TOX4
5733,DDX46
5734,ZBTB39
5735,TRANK1
5736,TBC1D4
5737,OSBPL2
5738,RHOBTB1
5739,SMG7
5740,ZBED4
5741,NUAK1
5742,SNAP91
5743,TELO2
5744,TECPR2
5745,FIG4
5746,KIAA0196
5747,UBAP2L
5748,SV2B
5749,SV2A
5750,SRGAP3
5751,MRC2
5752,KLHL21
5753,RBM19
5754,SGSM2
5755,G3BP2
5756,DENND4B
5757,RABGAP1L
5758,TMCC2
5759,SUPT7L
5760,ATP2C2
5761,ARNT2
5762,FAM20B
5763,NCAPD2
5764,SEC16A
5765,KBTBD11
5766,RNF10
5767,IQSEC1
5768,ZBTB40
5769,PAN2
5770,ZBTB5
5771,LPGAT1
5772,MFN2
5773,KIF14
5774,JOSD1
5775,HELZ
5776,P2RY14
5777,MAFB
5778,DCLRE1A
5779,ARHGAP25
5780,RBM8A
5781,DLEC1
5782,EXOG
5783,XYLB
5784,OXSR1
5785,GFPT2
5786,CRYZL1
5787,MAGEC1
5788,WDR1
5789,AMMECR1
5790,GOLGA5
5791,HS3ST3B1
5792,HS3ST3A1
5793,HS3ST2
5794,HS3ST1
5795,USP15
5796,USP3
5797,MVP
5798,SLC23A2
5799,TNFSF15
5800,THRAP3
5801,MED12
5802,MED13
5803,NR1I3
5804,NR1H4
5805,NUP153
5806,CCS
5807,NR1D2
5808,CLEC2B
5809,RBX1
5810,DOPEY2
5811,FGFBP1
5812,THOC1
5813,REC8
5814,RCE1
5815,DMTF1
5816,PPP4R1
5817,SLC12A6
5818,KCNE2
5819,DGCR2
5820,CASP8AP2
5821,SCO2
5822,AKT3
5823,MED6
5824,NR2E3
5825,NAALAD2
5826,NAALADL1
5827,ACOT8
5828,ABI1
5829,GNPDA1
5830,ZBTB33
5831,TANK
5832,HDAC6
5833,HDAC5
5834,PDCD6IP
5835,PDCD6
5836,BCL2L10
5837,BCL2L11
5838,SH2B3
5839,GNE
5840,HCN4
5841,FRAT1
5842,TROAP
5843,MED16
5844,PIGK
5845,CHAF1A
5846,PARP2
5847,PARP3
5848,TOM1L1
5849,HMGXB4
5850,TOM1
5851,SH2D3A
5852,MAMLD1
5853,CST8
5854,RANBP9
5855,DNAJB6
5856,SLC17A4
5857,SMC4
5858,GJC1
5859,AP1M2
5860,UBA2
5861,SAE1
5862,ABCC5
5863,ABCB6
5864,DNM1L
5865,ABCC9
5866,ABCF2
5867,NR1H3
5868,SCAMP2
5869,SCAMP3
5870,RWDD2B
5871,DPP3
5872,SNUPN
5873,HUWE1
5874,PTPRU
5875,TSPAN32
5876,TSSC4
5877,ATP9A
5878,USH1C
5879,PQBP1
5880,EDIL3
5881,COL4A3BP
5882,KCNK7
5883,UST
5884,ARPC5
5885,ARPC4
5886,ARPC1B
5887,ACTR3
5888,ACTR2
5889,TSPAN5
5890,TSPAN3
5891,TSPAN2
5892,NUBP2
5893,TSFM
5894,TSPAN1
5895,PPIF
5896,CTDSP2
5897,TRIM10
5898,ARPC2
5899,SGK2
5900,RAD50
5901,KIF20A
5902,PREB
5903,HIPK3
5904,FEM1B
5905,ACTR1B
5906,ACTR1A
5907,ARL4C
5908,RASGRP1
5909,DNAL4
5910,ZNF263
5911,LRPPRC
5912,FRY
5913,PDIA6
5914,TRAP1
5915,OPTN
5916,BCAP31
5917,NAMPT
5918,CELA3A
5919,RBM12
5920,YAF2
5921,ARFRP1
5922,TOB1
5923,AKAP9
5924,FAM13A
5925,G3BP1
5926,EBI3
5927,MBNL2
5928,ABI2
5929,CEBPZ
5930,PLXNC1
5931,TRIM28
5932,AASS
5933,PDZK1IP1
5934,ATP6AP2
5935,FARP1
5936,LPAR6
5937,LPCAT3
5938,WASF2
5939,CHST4
5940,SLC25A13
5941,SLC25A15
5942,ZNF197
5943,DHRS9
5944,RCL1
5945,SORBS3
5946,RBM7
5947,RBM6
5948,RBM5
5949,LHFPL2
5950,LHFP
5951,TNK2
5952,TXNDC9
5953,RNF41
5954,ALG3
5955,PRMT3
5956,PSME3
5957,MPHOSPH9
5958,MPHOSPH10
5959,MPHOSPH6
5960,NME6
5961,DHRS2
5962,CALCRL
5963,MPZL2
5964,TRIM13
5965,USPL1
5966,EIF1
5967,TOPORS
5968,FLOT1
5969,PSMD14
5970,SSX3
5971,OLIG2
5972,PRG4
5973,CTDSPL
5974,ANGPTL7
5975,KLRG1
5976,GDF11
5977,TRIB1
5978,GPA33
5979,CD96
5980,PLIN3
5981,MFSD10
5982,STX6
5983,COQ7
5984,RCAN2
5985,MSLN
5986,LRRC23
5987,LRRC17
5988,RASGRP2
5989,HNRNPR
5990,SLC35B1
5991,DCAF7
5992,MRPS31
5993,CALCOCO2
5994,KCNMB2
5995,GPHN
5996,RABEPK
5997,TIMM17B
5998,SLC17A2
5999,POP7
6000,GLYAT
6001,SRRM1
6002,SPRY1
6003,SPRY2
6004,STAM2
6005,CNKSR1
6006,ABCC4
6007,DENND4A
6008,IGSF6
6009,SF3B4
6010,CDK2AP2
6011,IRX5
6012,RAMP2
6013,RAMP1
6014,RAMP3
6015,ZMPSTE24
6016,AKAP8
6017,FSTL3
6018,STUB1
6019,STAG1
6020,NET1
6021,UBE4B
6022,EFS
6023,PRSS16
6024,SIGMAR1
6025,DSCR4
6026,BET1
6027,SAP18
6028,SMNDC1
6029,BCAS2
6030,RGS19
6031,LILRB2
6032,EIF1B
6033,SPEG
6034,SF3A1
6035,TRAIP
6036,DNAJA2
6037,BCKDK
6038,MAEA
6039,APC2
6040,PAK4
6041,MARCH6
6042,KATNB1
6043,DLEU1
6044,SNAPC5
6045,APBB3
6046,ZNF267
6047,CCNO
6048,DSCR3
6049,TCIRG1
6050,RTN3
6051,LANCL1
6052,NMUR1
6053,B3GALT5
6054,TNIP1
6055,LAMC3
6056,IKZF1
6057,CRISP3
6058,SMYD5
6059,RRAGB
6060,AKR1A1
6061,TMEM5
6062,CNPY2
6063,B3GNT3
6064,CLEC4M
6065,PCGF3
6066,TFG
6067,PKDREJ
6068,TRDN
6069,TRIM22
6070,ABCA7
6071,ABCA8
6072,WARS2
6073,NPM3
6074,HMG20B
6075,HMG20A
6076,KLF2
6077,CACNG3
6078,CACNG2
6079,CITED2
6080,SEMA3A
6081,TUBA1B
6082,IRF9
6083,TUBB3
6084,BTN3A3
6085,BTN2A2
6086,SYCP2
6087,SCML2
6088,CEPT1
6089,CORO2B
6090,NOD1
6091,ANAPC10
6092,PRG3
6093,DLC1
6094,ATP8A1
6095,NDRG1
6096,MYL9
6097,PEMT
6098,PIAS3
6099,ST3GAL6
6100,NDC80
6101,WFDC2
6102,MYCNOS
6103,BASP1
6104,RAPGEF3
6105,YAP1
6106,SPON2
6107,SPON1
6108,PRMT5
6109,TESK2
6110,CD2BP2
6111,UBAC1
6112,CDIPT
6113,PGRMC2
6114,ARIH2
6115,TUBGCP3
6116,SEC24B
6117,CFDP1
6118,TMEM147
6119,RBM14
6120,LYPLA1
6121,CDC42EP2
6122,EMG1
6123,IFI30
6124,C1D
6125,OLFM1
6126,TIMM17A
6127,N4BP2L2
6128,ZER1
6129,MCRS1
6130,LRRN2
6131,ACAA2
6132,PPIE
6133,VAV3
6134,TAB1
6135,HAX1
6136,GPNMB
6137,BAIAP2
6138,TACC3
6139,MERTK
6140,CLEC10A
6141,SLC30A9
6142,PIBF1
6143,PPIH
6144,COG5
6145,ZNHIT1
6146,FST
6147,TIMM44
6148,PFDN6
6149,HMGN4
6150,TADA3
6151,TRIM38
6152,SLC25A17
6153,SLC9A6
6154,EIF3M
6155,HOXB13
6156,NXF1
6157,SEC23B
6158,SEC23A
6159,C1orf61
6160,CAP2
6161,CAP1
6162,CREB3
6163,LRRC41
6164,VTI1B
6165,CRTAP
6166,SYNCRIP
6167,VAT1
6168,STK25
6169,ENOX2
6170,UNC13B
6171,CARM1
6172,NCOA2
6173,SEMA6C
6174,SEMA6B
6175,SEMA4F
6176,SEMA4D
6177,SEMA3C
6178,APPBP2
6179,MYBBP1A
6180,FBLN5
6181,CIB2
6182,CIB1
6183,ZNF211
6184,DDX17
6185,DEAF1
6186,CHERP
6187,KAT5
6188,HYOU1
6189,IPO8
6190,IPO7
6191,NOP56
6192,NEBL
6193,PITRM1
6194,ATG7
6195,SSSCA1
6196,RNASEH2A
6197,UBD
6198,BATF
6199,GLRX3
6200,DCTN2
6201,ANP32B
6202,PROCR
6203,TM9SF1
6204,PRDX4
6205,ARL6IP5
6206,AGR2
6207,ARPC1A
6208,HTATIP2
6209,AGPAT1
6210,AGPAT2
6211,RPP30
6212,RPP38
6213,SPTLC1
6214,SLC35A1
6215,SLC19A2
6216,IFI44
6217,OLFM4
6218,CXCL13
6219,ARFGEF2
6220,ARFGEF1
6221,AKAP3
6222,RABAC1
6223,SLC34A2
6224,DPYSL4
6225,SIVA1
6226,MRPL28
6227,CCT7
6228,CCT4
6229,CCT2
6230,NPC2
6231,GNLY
6232,TACC2
6233,SORBS1
6234,IFITM2
6235,COLEC10
6236,POMT1
6237,MAB21L2
6238,TXNRD2
6239,DRAP1
6240,SCGN
6241,SMC2
6242,PRPF8
6243,ERN2
6244,AHSA1
6245,SLCO1B1
6246,USP16
6247,CDC42EP3
6248,SH2B2
6249,PAICS
6250,TBL3
6251,MXD4
6252,ST6GALNAC2
6253,PDLIM5
6254,TRIM3
6255,ERLIN1
6256,HEXIM1
6257,SPAG5
6258,RBCK1
6259,STAMBP
6260,TGOLN2
6261,POLR3F
6262,POLR3G
6263,POLR3C
6264,IVNS1ABP
6265,MYL12A
6266,TXNIP
6267,TAF6L
6268,PDPN
6269,POSTN
6270,ATP5L
6271,RASL10A
6272,GAS2L1
6273,RAD51AP1
6274,RGS14
6275,LEFTY1
6276,EXOC5
6277,NPRL2
6278,IGF2BP3
6279,CAMKK2
6280,SCGB1D2
6281,SCGB1D1
6282,MTX2
6283,YKT6
6284,SPINT2
6285,PMVK
6286,KHDRBS3
6287,KHDRBS1
6288,CELF1
6289,CELF2
6290,LBX1
6291,KLF1
6292,CXCR6
6293,CTCF
6294,C6orf10
6295,CD226
6296,FARS2
6297,CGRRF1
6298,CGREF1
6299,RRAGA
6300,DCTN6
6301,GNA13
6302,CSPG5
6303,AVIL
6304,B3GNT2
6305,GNB5
6306,EBP
6307,DLL3
6308,CLDN16
6309,PNMA2
6310,FUT9
6311,GMEB1
6312,RRH
6313,CCT6B
6314,CCT8
6315,CNPY3
6316,CORIN
6317,FAM189B
6318,USP39
6319,POLD3
6320,TBR1
6321,POLQ
6322,SLC12A7
6323,MGEA5
6324,NFAT5
6325,NUDC
6326,PTGES3
6327,YME1L1
6328,TCFL5
6329,PLK4
6330,STAG3
6331,STAG2
6332,SIX2
6333,RBBP9
6334,RAI2
6335,PTTG2
6336,PHTF1
6337,MAP3K2
6338,MASP2
6339,KIF1C
6340,CHL1
6341,CAPN9
6342,GIPC1
6343,TRAF3IP2
6344,PLAC1
6345,NUP50
6346,NES
6347,KDM5B
6348,TOB2
6349,HBS1L
6350,AHCYL1
6351,PLK2
6352,ZMYND11
6353,ZBTB6
6354,POP4
6355,ARPP19
6356,ARPP21
6357,ZNF266
6358,ZNF274
6359,WDR4
6360,SLC17A3
6361,NCKAP1
6362,IQGAP2
6363,VAMP5
6364,ZNF273
6365,ZNF460
6366,ZNF268
6367,MTHFD2
6368,RPP40
6369,SEPT9
6370,SEC24A
6371,CCR9
6372,SDCCAG3
6373,HSPH1
6374,WASF3
6375,UTP14A
6376,CPLX2
6377,SPINT3
6378,FRS3
6379,FRS2
6380,NEU3
6381,FAM114A2
6382,ALDH1L1
6383,FTCD
6384,TUBGCP2
6385,CLPX
6386,PDE10A
6387,SRCAP
6388,PPP1R13L
6389,CD3EAP
6390,CCL27
6391,HPSE
6392,RUVBL2
6393,PGRMC1
6394,CYP46A1
6395,LILRB1
6396,SLC26A1
6397,ADAM28
6398,SLC22A7
6399,ARID5A
6400,HCP5
6401,TSPAN9
6402,USP20
6403,USP19
6404,CD300C
6405,ME3
6406,NMU
6407,FGL2
6408,EDDM3A
6409,SMR3B
6410,ACTL7B
6411,ACTL7A
6412,C1QL1
6413,MRPS30
6414,WDR3
6415,PPARGC1A
6416,MALT1
6417,MMP24
6418,LYVE1
6419,YIF1A
6420,CPSF4
6421,JTB
6422,RUNDC3A
6423,BRD8
6424,MTMR11
6425,BLCAP
6426,MAN1A2
6427,TRAFD1
6428,TXNL4A
6429,PNPLA6
6430,UTS2
6431,GADD45G
6432,EDAR
6433,PAPOLA
6434,TCERG1
6435,MAGED2
6436,BTNL3
6437,EHMT2
6438,COPS8
6439,RNPS1
6440,FASTK
6441,SUB1
6442,SMPDL3A
6443,DBF4
6444,SPIN1
6445,RALBP1
6446,APOBEC2
6447,PRDX3
6448,EHD1
6449,AFG3L2
6450,POP1
6451,PRSS21
6452,MSL3
6453,C11orf58
6454,KDELR1
6455,SF3A3
6456,AP3M2
6457,STARD3
6458,HNRNPA0
6459,BTG3
6460,SEC61B
6461,TOMM34
6462,PDIA5
6463,SERINC3
6464,OS9
6465,PNRC1
6466,TMED2
6467,LMAN2
6468,ERP29
6469,MLLT11
6470,STIP1
6471,IFI44L
6472,RAB40B
6473,EBNA1BP2
6474,CKAP4
6475,TMED10
6476,ASCC3
6477,UQCR11
6478,CLP1
6479,FERMT2
6480,COPS6
6481,RAB32
6482,MAPRE2
6483,CCNI
6484,COPS5
6485,METAP2
6486,IMMT
6487,LILRB5
6488,SLC38A3
6489,SF3B2
6490,SDS
6491,ILVBL
6492,SLC27A5
6493,SLC27A3
6494,SLC27A2
6495,KIF2C
6496,SPINK5
6497,LILRB4
6498,CCDC85B
6499,IL24
6500,GLIPR1
6501,TLK2
6502,KLK11
6503,TMSB15A
6504,KDELR2
6505,KDELR3
6506,ATF7
6507,SNRNP27
6508,TMED1
6509,LIAS
6510,IFT27
6511,RAB35
6512,TDRKH
6513,LILRA1
6514,LILRB3
6515,LILRA2
6516,RBPMS
6517,RAB31
6518,ADAP1
6519,DSTN
6520,STON1
6521,PIM2
6522,MID2
6523,UPK1A
6524,SLC35D2
6525,ADRM1
6526,NUDT21
6527,CPSF6
6528,OGFR
6529,ZPBP
6530,DDX52
6531,ABHD2
6532,WWP1
6533,WWP2
6534,LECT1
6535,DUS4L
6536,SOX30
6537,UBE2C
6538,SNRNP35
6539,C10orf10
6540,CYB561D2
6541,RAPGEF4
6542,TMEM115
6543,DUSP14
6544,TOPBP1
6545,TRIM31
6546,STMN2
6547,TPPP
6548,TRIOBP
6549,RER1
6550,DNAJB4
6551,KERA
6552,ESM1
6553,DIDO1
6554,ADAM30
6555,ADAM29
6556,ADAMTS13
6557,ADAMTS8
6558,ADAMTS5
6559,NUPL2
6560,PRSS23
6561,PTPN21
6562,HNRNPUL1
